"Time","coredns","etcd","grafana","kepler","kindnet-cni","kube-apiserver","kube-controller-manager","kube-proxy","kube-scheduler","kube-state-metrics","local-path-provisioner","prometheus-server","prometheus-server-configmap-reload","ue-ch-est","ue-ch-est-56967588d5-j4wds","ue-ch-mmse","ue-ch-mmse-86945f4b45-fqhfm","ue-check-crc","ue-check-crc-74c7fc4f64-zfrdr","ue-descrambling","ue-descrambling-c9454ff78-phz8p","ue-layer-demap","ue-layer-demap-7fd5c94944-jh5fm","ue-ldpc-dec","ue-ldpc-dec-57b6745967-s4pd4","ue-ofdm-demod","ue-ofdm-demod-6cf8d58bf7-hd4jd","ue-soft-demod","ue-soft-demod-5bf45b6d95-sgz6h"
1780042395000,0.034969483062810856,0.08742370765696503,0,0.017484741531492397,0,0.17484741531393005,0.06993896612557203,0,0.05245422459417902,0,0,0.08742370765696503,0,8.742370765704454,undefined,undefined,undefined,undefined,undefined,8.742370765704454,undefined,8.742370765704454,undefined,8.742370765704454,undefined,0,undefined,8.742370765704454,undefined
1780042396000,0.034969483062810856,0.08742370765696503,0,0.017484741531492397,0,0.17484741531393005,0.06993896612557203,0,0.05245422459417902,0,0,0.08742370765696503,0,8.742370765704454,undefined,undefined,undefined,undefined,undefined,8.742370765704454,undefined,8.742370765704454,undefined,8.742370765704454,undefined,0,undefined,8.742370765704454,undefined
1780042397000,0.034969483062810856,0.08742370765696503,0,0.017484741531492397,0,0.17484741531393005,0.06993896612557203,0,0.05245422459417902,0,0,0.08742370765696503,0,8.742370765704454,undefined,undefined,undefined,undefined,undefined,8.742370765704454,undefined,8.742370765704454,undefined,8.742370765704454,undefined,0,undefined,8.742370765704454,undefined
1780042398000,0.034969483062810856,0.08742370765696503,0,0.017484741531492397,0,0.17484741531393005,0.06993896612557203,0,0.05245422459417902,0,0,0.08742370765696503,0,8.742370765704454,undefined,undefined,undefined,undefined,undefined,8.742370765704454,undefined,8.742370765704454,undefined,8.742370765704454,undefined,0,undefined,8.742370765704454,undefined
1780042399000,0.034969483062810856,0.08742370765696503,0,0.017484741531492397,0,0.17484741531393005,0.06993896612557203,0,0.05245422459417902,0,0,0.08742370765696503,0,8.742370765704454,undefined,undefined,undefined,undefined,undefined,8.742370765704454,undefined,8.742370765704454,undefined,8.742370765704454,undefined,0,undefined,8.742370765704454,undefined
1780042400000,0.03521113764342413,0.05281670646506115,0.017605568821687047,0.05281670646506115,0.017605568821702687,0.15845011939558373,0.0880278441086354,0,0.03521113764347417,0.017605568821699558,0,0.017605568821687047,0,8.802784410851531,undefined,undefined,undefined,undefined,undefined,8.802784410851531,undefined,8.802784410851531,undefined,8.802784410851531,undefined,0,undefined,8.802784410851531,undefined
1780042401000,0.03521113764342413,0.05281670646506115,0.017605568821687047,0.05281670646506115,0.017605568821702687,0.15845011939558373,0.0880278441086354,0,0.03521113764347417,0.017605568821699558,0,0.017605568821687047,0,8.802784410851531,undefined,undefined,undefined,undefined,undefined,8.802784410851531,undefined,8.802784410851531,undefined,8.802784410851531,undefined,0,undefined,8.802784410851531,undefined
1780042402000,0.03521113764342413,0.05281670646506115,0.017605568821687047,0.05281670646506115,0.017605568821702687,0.15845011939558373,0.0880278441086354,0,0.03521113764347417,0.017605568821699558,0,0.017605568821687047,0,8.802784410851531,undefined,undefined,undefined,undefined,undefined,8.802784410851531,undefined,8.802784410851531,undefined,8.802784410851531,undefined,0,undefined,8.802784410851531,undefined
1780042403000,0.03521113764342413,0.05281670646506115,0.017605568821687047,0.05281670646506115,0.017605568821702687,0.15845011939558373,0.0880278441086354,0,0.03521113764347417,0.017605568821699558,0,0.017605568821687047,0,8.802784410851531,undefined,undefined,undefined,undefined,undefined,8.802784410851531,undefined,8.802784410851531,undefined,8.802784410851531,undefined,0,undefined,8.802784410851531,undefined
1780042404000,0.03521113764342413,0.05281670646506115,0.017605568821687047,0.05281670646506115,0.017605568821702687,0.15845011939558373,0.0880278441086354,0,0.03521113764347417,0.017605568821699558,0,0.017605568821687047,0,8.802784410851531,undefined,undefined,undefined,undefined,undefined,8.802784410851531,undefined,8.802784410851531,undefined,8.802784410851531,undefined,0,undefined,8.802784410851531,undefined
1780042405000,0,0.08668195679168442,0.0346727827166442,0.017336391358297464,0,0.15602752222467717,0.08668195679148732,0.017336391358312865,0.0520091740748924,0,0,0,0,8.668195679156616,undefined,undefined,undefined,undefined,undefined,8.668195679156616,undefined,8.650859287798307,undefined,8.668195679156616,undefined,0,undefined,8.668195679156616,undefined
1780042406000,0,0.08668195679168442,0.0346727827166442,0.017336391358297464,0,0.15602752222467717,0.08668195679148732,0.017336391358312865,0.0520091740748924,0,0,0,0,8.668195679156616,undefined,undefined,undefined,undefined,undefined,8.668195679156616,undefined,8.650859287798307,undefined,8.668195679156616,undefined,0,undefined,8.668195679156616,undefined
1780042407000,0,0.08668195679168442,0.0346727827166442,0.017336391358297464,0,0.15602752222467717,0.08668195679148732,0.017336391358312865,0.0520091740748924,0,0,0,0,8.668195679156616,undefined,undefined,undefined,undefined,undefined,8.668195679156616,undefined,8.650859287798307,undefined,8.668195679156616,undefined,0,undefined,8.668195679156616,undefined
1780042408000,0,0.08668195679168442,0.0346727827166442,0.017336391358297464,0,0.15602752222467717,0.08668195679148732,0.017336391358312865,0.0520091740748924,0,0,0,0,8.668195679156616,undefined,undefined,undefined,undefined,undefined,8.668195679156616,undefined,8.650859287798307,undefined,8.668195679156616,undefined,0,undefined,8.668195679156616,undefined
1780042409000,0,0.08668195679168442,0.0346727827166442,0.017336391358297464,0,0.15602752222467717,0.08668195679148732,0.017336391358312865,0.0520091740748924,0,0,0,0,8.668195679156616,undefined,undefined,undefined,undefined,undefined,8.668195679156616,undefined,8.650859287798307,undefined,8.668195679156616,undefined,0,undefined,8.668195679156616,undefined
1780042410000,0,0.08972732726079566,0.022431831815198915,0.022431831815198915,0,0.1345909908917035,0.08972732726105066,0,0.06729549544572425,0,0,0.022431831815198915,0,8.658687080674431,undefined,undefined,undefined,undefined,undefined,8.658687080674623,undefined,8.658687080674655,undefined,8.658687080674685,undefined,0,undefined,8.658687080674431,undefined
1780042411000,0,0.08972732726079566,0.022431831815198915,0.022431831815198915,0,0.1345909908917035,0.08972732726105066,0,0.06729549544572425,0,0,0.022431831815198915,0,8.658687080674431,undefined,undefined,undefined,undefined,undefined,8.658687080674623,undefined,8.658687080674655,undefined,8.658687080674685,undefined,0,undefined,8.658687080674431,undefined
1780042412000,0,0.08972732726079566,0.022431831815198915,0.022431831815198915,0,0.1345909908917035,0.08972732726105066,0,0.06729549544572425,0,0,0.022431831815198915,0,8.658687080674431,undefined,undefined,undefined,undefined,undefined,8.658687080674623,undefined,8.658687080674655,undefined,8.658687080674685,undefined,0,undefined,8.658687080674431,undefined
1780042413000,0,0.08972732726079566,0.022431831815198915,0.022431831815198915,0,0.1345909908917035,0.08972732726105066,0,0.06729549544572425,0,0,0.022431831815198915,0,8.658687080674431,undefined,undefined,undefined,undefined,undefined,8.658687080674623,undefined,8.658687080674655,undefined,8.658687080674685,undefined,0,undefined,8.658687080674431,undefined
1780042414000,0,0.08972732726079566,0.022431831815198915,0.022431831815198915,0,0.1345909908917035,0.08972732726105066,0,0.06729549544572425,0,0,0.022431831815198915,0,8.658687080674431,undefined,undefined,undefined,undefined,undefined,8.658687080674623,undefined,8.658687080674655,undefined,8.658687080674685,undefined,0,undefined,8.658687080674431,undefined
1780042415000,0.017364476707446685,0.06945790682968803,0,0.03472895341484401,0,0.19100924378164205,0.08682238353711003,0,0.05209343012226602,0.017364476707434344,0,0,0,8.6822383537189,undefined,undefined,undefined,undefined,undefined,8.6822383537189,undefined,8.6822383537189,undefined,8.6822383537189,undefined,0,undefined,8.6822383537189,undefined
1780042416000,0.017364476707446685,0.06945790682968803,0,0.03472895341484401,0,0.19100924378164205,0.08682238353711003,0,0.05209343012226602,0.017364476707434344,0,0,0,8.6822383537189,undefined,undefined,undefined,undefined,undefined,8.6822383537189,undefined,8.6822383537189,undefined,8.6822383537189,undefined,0,undefined,8.6822383537189,undefined
1780042417000,0.017364476707446685,0.06945790682968803,0,0.03472895341484401,0,0.19100924378164205,0.08682238353711003,0,0.05209343012226602,0.017364476707434344,0,0,0,8.6822383537189,undefined,undefined,undefined,undefined,undefined,8.6822383537189,undefined,8.6822383537189,undefined,8.6822383537189,undefined,0,undefined,8.6822383537189,undefined
1780042418000,0.017364476707446685,0.06945790682968803,0,0.03472895341484401,0,0.19100924378164205,0.08682238353711003,0,0.05209343012226602,0.017364476707434344,0,0,0,8.6822383537189,undefined,undefined,undefined,undefined,undefined,8.6822383537189,undefined,8.6822383537189,undefined,8.6822383537189,undefined,0,undefined,8.6822383537189,undefined
1780042419000,0.017364476707446685,0.06945790682968803,0,0.03472895341484401,0,0.19100924378164205,0.08682238353711003,0,0.05209343012226602,0.017364476707434344,0,0,0,8.6822383537189,undefined,undefined,undefined,undefined,undefined,8.6822383537189,undefined,8.6822383537189,undefined,8.6822383537189,undefined,0,undefined,8.6822383537189,undefined
1780042420000,0.01742359478016189,0.06969437912084565,0.017423594780211413,0.03484718956042283,0,0.15681235302145702,0.12196516346133131,0,0.052270784340584714,0,0,0.01742359478016189,0,8.711797390088869,undefined,undefined,undefined,undefined,undefined,8.711797390088869,undefined,8.711797390088869,undefined,8.711797390088869,undefined,undefined,undefined,8.711797390088869,undefined
1780042421000,0.01742359478016189,0.06969437912084565,0.017423594780211413,0.03484718956042283,0,0.15681235302145702,0.12196516346133131,0,0.052270784340584714,0,0,0.01742359478016189,0,8.711797390088869,undefined,undefined,undefined,undefined,undefined,8.711797390088869,undefined,8.711797390088869,undefined,8.711797390088869,undefined,undefined,undefined,8.711797390088869,undefined
1780042422000,0.01742359478016189,0.06969437912084565,0.017423594780211413,0.03484718956042283,0,0.15681235302145702,0.12196516346133131,0,0.052270784340584714,0,0,0.01742359478016189,0,8.711797390088869,undefined,undefined,undefined,undefined,undefined,8.711797390088869,undefined,8.711797390088869,undefined,8.711797390088869,undefined,undefined,undefined,8.711797390088869,undefined
1780042423000,0.01742359478016189,0.06969437912084565,0.017423594780211413,0.03484718956042283,0,0.15681235302145702,0.12196516346133131,0,0.052270784340584714,0,0,0.01742359478016189,0,8.711797390088869,undefined,undefined,undefined,undefined,undefined,8.711797390088869,undefined,8.711797390088869,undefined,8.711797390088869,undefined,undefined,undefined,8.711797390088869,undefined
1780042424000,0.01742359478016189,0.06969437912084565,0.017423594780211413,0.03484718956042283,0,0.15681235302145702,0.12196516346133131,0,0.052270784340584714,0,0,0.01742359478016189,0,8.711797390088869,undefined,undefined,undefined,undefined,undefined,8.711797390088869,undefined,8.711797390088869,undefined,8.711797390088869,undefined,undefined,undefined,8.711797390088869,undefined
1780042425000,0,0.10409511409524873,0.06939674273021514,0.017349185682541454,0,0.15614267114326758,0.10409511409524873,0,0.052047557047624364,0.01734918568256611,0,0.017349185682541454,0,8.674592841278615,undefined,undefined,undefined,undefined,undefined,8.674592841278615,undefined,8.674592841278615,undefined,8.674592841278615,undefined,undefined,undefined,8.657243655596075,undefined
1780042426000,0,0.10409511409524873,0.06939674273021514,0.017349185682541454,0,0.15614267114326758,0.10409511409524873,0,0.052047557047624364,0.01734918568256611,0,0.017349185682541454,0,8.674592841278615,undefined,undefined,undefined,undefined,undefined,8.674592841278615,undefined,8.674592841278615,undefined,8.674592841278615,undefined,undefined,undefined,8.657243655596075,undefined
1780042427000,0,0.10409511409524873,0.06939674273021514,0.017349185682541454,0,0.15614267114326758,0.10409511409524873,0,0.052047557047624364,0.01734918568256611,0,0.017349185682541454,0,8.674592841278615,undefined,undefined,undefined,undefined,undefined,8.674592841278615,undefined,8.674592841278615,undefined,8.674592841278615,undefined,undefined,undefined,8.657243655596075,undefined
1780042428000,0,0.10409511409524873,0.06939674273021514,0.017349185682541454,0,0.15614267114326758,0.10409511409524873,0,0.052047557047624364,0.01734918568256611,0,0.017349185682541454,0,8.674592841278615,undefined,undefined,undefined,undefined,undefined,8.674592841278615,undefined,8.674592841278615,undefined,8.674592841278615,undefined,undefined,undefined,8.657243655596075,undefined
1780042429000,0,0.10409511409524873,0.06939674273021514,0.017349185682541454,0,0.15614267114326758,0.10409511409524873,0,0.052047557047624364,0.01734918568256611,0,0.017349185682541454,0,8.674592841278615,undefined,undefined,undefined,undefined,undefined,8.674592841278615,undefined,8.674592841278615,undefined,8.674592841278615,undefined,undefined,undefined,8.657243655596075,undefined
1780042430000,0.017530088393312104,0.07012035357334806,0.01753008839328719,0.03506017678657438,0,0.1753008839328719,0.07012035357314876,0,0.052590265179961224,0.01753008839329965,0,0,0,8.765044196651566,undefined,undefined,undefined,undefined,undefined,8.765044196651566,undefined,8.765044196651566,undefined,8.765044196651566,undefined,undefined,undefined,8.765044196651566,undefined
1780042431000,0.017530088393312104,0.07012035357334806,0.01753008839328719,0.03506017678657438,0,0.1753008839328719,0.07012035357314876,0,0.052590265179961224,0.01753008839329965,0,0,0,8.765044196651566,undefined,undefined,undefined,undefined,undefined,8.765044196651566,undefined,8.765044196651566,undefined,8.765044196651566,undefined,undefined,undefined,8.765044196651566,undefined
1780042432000,0.017530088393312104,0.07012035357334806,0.01753008839328719,0.03506017678657438,0,0.1753008839328719,0.07012035357314876,0,0.052590265179961224,0.01753008839329965,0,0,0,8.765044196651566,undefined,undefined,undefined,undefined,undefined,8.765044196651566,undefined,8.765044196651566,undefined,8.765044196651566,undefined,undefined,undefined,8.765044196651566,undefined
1780042433000,0.017530088393312104,0.07012035357334806,0.01753008839328719,0.03506017678657438,0,0.1753008839328719,0.07012035357314876,0,0.052590265179961224,0.01753008839329965,0,0,0,8.765044196651566,undefined,undefined,undefined,undefined,undefined,8.765044196651566,undefined,8.765044196651566,undefined,8.765044196651566,undefined,undefined,undefined,8.765044196651566,undefined
1780042434000,0.017530088393312104,0.07012035357334806,0.01753008839328719,0.03506017678657438,0,0.1753008839328719,0.07012035357314876,0,0.052590265179961224,0.01753008839329965,0,0,0,8.765044196651566,undefined,undefined,undefined,undefined,undefined,8.765044196651566,undefined,8.765044196651566,undefined,8.765044196651566,undefined,undefined,undefined,8.765044196651566,undefined
1780042435000,0.017307256976736424,0.08653628488368212,0,0.03461451395347285,0,0.17307256976736424,0.08653628488387889,0,0.05192177093020927,0,0,0.017307256976736424,0,8.653628488376084,undefined,undefined,undefined,undefined,undefined,8.653628488376084,undefined,8.653628488376084,undefined,8.653628488376084,undefined,undefined,undefined,8.653628488376084,undefined
1780042436000,0.017307256976736424,0.08653628488368212,0,0.03461451395347285,0,0.17307256976736424,0.08653628488387889,0,0.05192177093020927,0,0,0.017307256976736424,0,8.653628488376084,undefined,undefined,undefined,undefined,undefined,8.653628488376084,undefined,8.653628488376084,undefined,8.653628488376084,undefined,undefined,undefined,8.653628488376084,undefined
1780042437000,0.017307256976736424,0.08653628488368212,0,0.03461451395347285,0,0.17307256976736424,0.08653628488387889,0,0.05192177093020927,0,0,0.017307256976736424,0,8.653628488376084,undefined,undefined,undefined,undefined,undefined,8.653628488376084,undefined,8.653628488376084,undefined,8.653628488376084,undefined,undefined,undefined,8.653628488376084,undefined
1780042438000,0.017307256976736424,0.08653628488368212,0,0.03461451395347285,0,0.17307256976736424,0.08653628488387889,0,0.05192177093020927,0,0,0.017307256976736424,0,8.653628488376084,undefined,undefined,undefined,undefined,undefined,8.653628488376084,undefined,8.653628488376084,undefined,8.653628488376084,undefined,undefined,undefined,8.653628488376084,undefined
1780042439000,0.017307256976736424,0.08653628488368212,0,0.03461451395347285,0,0.17307256976736424,0.08653628488387889,0,0.05192177093020927,0,0,0.017307256976736424,0,8.653628488376084,undefined,undefined,undefined,undefined,undefined,8.653628488376084,undefined,8.653628488376084,undefined,8.653628488376084,undefined,undefined,undefined,8.653628488376084,undefined
1780042440000,0,0.05214393390038508,0.017381311300128363,0.034762622600355515,0,0.15643180170155047,0.10428786780077016,0,0.034762622600256726,0,0,0.06952524520061223,0,8.690655650072083,undefined,undefined,undefined,undefined,undefined,8.690655650072083,undefined,8.690655650072072,undefined,8.690655650072083,undefined,undefined,undefined,8.690655650072083,undefined
1780042441000,0,0.05214393390038508,0.017381311300128363,0.034762622600355515,0,0.15643180170155047,0.10428786780077016,0,0.034762622600256726,0,0,0.06952524520061223,0,8.690655650072083,undefined,undefined,undefined,undefined,undefined,8.690655650072083,undefined,8.690655650072072,undefined,8.690655650072083,undefined,undefined,undefined,8.690655650072083,undefined
1780042442000,0,0.05214393390038508,0.017381311300128363,0.034762622600355515,0,0.15643180170155047,0.10428786780077016,0,0.034762622600256726,0,0,0.06952524520061223,0,8.690655650072083,undefined,undefined,undefined,undefined,undefined,8.690655650072083,undefined,8.690655650072072,undefined,8.690655650072083,undefined,undefined,undefined,8.690655650072083,undefined
1780042443000,0,0.05214393390038508,0.017381311300128363,0.034762622600355515,0,0.15643180170155047,0.10428786780077016,0,0.034762622600256726,0,0,0.06952524520061223,0,8.690655650072083,undefined,undefined,undefined,undefined,undefined,8.690655650072083,undefined,8.690655650072072,undefined,8.690655650072083,undefined,undefined,undefined,8.690655650072083,undefined
1780042444000,0,0.05214393390038508,0.017381311300128363,0.034762622600355515,0,0.15643180170155047,0.10428786780077016,0,0.034762622600256726,0,0,0.06952524520061223,0,8.690655650072083,undefined,undefined,undefined,undefined,undefined,8.690655650072083,undefined,8.690655650072072,undefined,8.690655650072083,undefined,undefined,undefined,8.690655650072083,undefined
1780042445000,0.017324755514109925,0.1039485330847088,0.01732475551413455,0.03464951102817062,0,0.25987133271127966,0.0692990220565382,0,0.0519742665423544,0,0,0.0692990220564397,0,8.662377757050534,undefined,undefined,undefined,undefined,undefined,8.662377757050534,undefined,8.662377757050534,undefined,8.662377757050534,undefined,undefined,undefined,8.662377757050534,undefined
1780042446000,0.017324755514109925,0.1039485330847088,0.01732475551413455,0.03464951102817062,0,0.25987133271127966,0.0692990220565382,0,0.0519742665423544,0,0,0.0692990220564397,0,8.662377757050534,undefined,undefined,undefined,undefined,undefined,8.662377757050534,undefined,8.662377757050534,undefined,8.662377757050534,undefined,undefined,undefined,8.662377757050534,undefined
1780042447000,0.017324755514109925,0.1039485330847088,0.01732475551413455,0.03464951102817062,0,0.25987133271127966,0.0692990220565382,0,0.0519742665423544,0,0,0.0692990220564397,0,8.662377757050534,undefined,undefined,undefined,undefined,undefined,8.662377757050534,undefined,8.662377757050534,undefined,8.662377757050534,undefined,undefined,undefined,8.662377757050534,undefined
1780042448000,0.017324755514109925,0.1039485330847088,0.01732475551413455,0.03464951102817062,0,0.25987133271127966,0.0692990220565382,0,0.0519742665423544,0,0,0.0692990220564397,0,8.662377757050534,undefined,undefined,undefined,undefined,undefined,8.662377757050534,undefined,8.662377757050534,undefined,8.662377757050534,undefined,undefined,undefined,8.662377757050534,undefined
1780042449000,0.017324755514109925,0.1039485330847088,0.01732475551413455,0.03464951102817062,0,0.25987133271127966,0.0692990220565382,0,0.0519742665423544,0,0,0.0692990220564397,0,8.662377757050534,undefined,undefined,undefined,undefined,undefined,8.662377757050534,undefined,8.662377757050534,undefined,8.662377757050534,undefined,undefined,undefined,8.662377757050534,undefined
1780042450000,0.035331949852563084,0.07066389970502575,0.017665974926256437,0.05299792477876931,0,0.1589937743367096,0.12366182448379505,0,0.035331949852512874,0,0,0.017665974926256437,0,8.832987463136252,undefined,undefined,undefined,undefined,undefined,8.832987463136252,undefined,8.832987463136252,undefined,8.832987463136252,undefined,undefined,undefined,8.832987463136252,undefined
1780042451000,0.035331949852563084,0.07066389970502575,0.017665974926256437,0.05299792477876931,0,0.1589937743367096,0.12366182448379505,0,0.035331949852512874,0,0,0.017665974926256437,0,8.832987463136252,undefined,undefined,undefined,undefined,undefined,8.832987463136252,undefined,8.832987463136252,undefined,8.832987463136252,undefined,undefined,undefined,8.832987463136252,undefined
1780042452000,0.035331949852563084,0.07066389970502575,0.017665974926256437,0.05299792477876931,0,0.1589937743367096,0.12366182448379505,0,0.035331949852512874,0,0,0.017665974926256437,0,8.832987463136252,undefined,undefined,undefined,undefined,undefined,8.832987463136252,undefined,8.832987463136252,undefined,8.832987463136252,undefined,undefined,undefined,8.832987463136252,undefined
1780042453000,0.035331949852563084,0.07066389970502575,0.017665974926256437,0.05299792477876931,0,0.1589937743367096,0.12366182448379505,0,0.035331949852512874,0,0,0.017665974926256437,0,8.832987463136252,undefined,undefined,undefined,undefined,undefined,8.832987463136252,undefined,8.832987463136252,undefined,8.832987463136252,undefined,undefined,undefined,8.832987463136252,undefined
1780042454000,0.035331949852563084,0.07066389970502575,0.017665974926256437,0.05299792477876931,0,0.1589937743367096,0.12366182448379505,0,0.035331949852512874,0,0,0.017665974926256437,0,8.832987463136252,undefined,undefined,undefined,undefined,undefined,8.832987463136252,undefined,8.832987463136252,undefined,8.832987463136252,undefined,undefined,undefined,8.832987463136252,undefined
1780042455000,0.01729021617878677,0.08645108089393386,0.01729021617878677,0.017290216178885053,0,0.15561194560908093,0.08645108089413041,0,0.0518706485364586,0,0,0,0,8.645108089401248,undefined,undefined,undefined,undefined,undefined,8.645108089401248,undefined,8.645108089401248,undefined,8.645108089401248,undefined,undefined,undefined,8.662398305580036,undefined
1780042456000,0.01729021617878677,0.08645108089393386,0.01729021617878677,0.017290216178885053,0,0.15561194560908093,0.08645108089413041,0,0.0518706485364586,0,0,0,0,8.645108089401248,undefined,undefined,undefined,undefined,undefined,8.645108089401248,undefined,8.645108089401248,undefined,8.645108089401248,undefined,undefined,undefined,8.662398305580036,undefined
1780042457000,0.01729021617878677,0.08645108089393386,0.01729021617878677,0.017290216178885053,0,0.15561194560908093,0.08645108089413041,0,0.0518706485364586,0,0,0,0,8.645108089401248,undefined,undefined,undefined,undefined,undefined,8.645108089401248,undefined,8.645108089401248,undefined,8.645108089401248,undefined,undefined,undefined,8.662398305580036,undefined
1780042458000,0.01729021617878677,0.08645108089393386,0.01729021617878677,0.017290216178885053,0,0.15561194560908093,0.08645108089413041,0,0.0518706485364586,0,0,0,0,8.645108089401248,undefined,undefined,undefined,undefined,undefined,8.645108089401248,undefined,8.645108089401248,undefined,8.645108089401248,undefined,undefined,undefined,8.662398305580036,undefined
1780042459000,0.01729021617878677,0.08645108089393386,0.01729021617878677,0.017290216178885053,0,0.15561194560908093,0.08645108089413041,0,0.0518706485364586,0,0,0,0,8.645108089401248,undefined,undefined,undefined,undefined,undefined,8.645108089401248,undefined,8.645108089401248,undefined,8.645108089401248,undefined,undefined,undefined,8.662398305580036,undefined
1780042460000,0,0.07010117999809534,0,0.03505058999894805,0,0.15772765499566468,0.10515176999684414,0,0.05257588499842207,0,0,0.017525294999474025,0,8.762647499744983,undefined,undefined,undefined,undefined,undefined,8.762647499744983,undefined,8.762647499744983,undefined,8.762647499744983,undefined,undefined,undefined,8.762647499744983,undefined
1780042461000,0,0.07010117999809534,0,0.03505058999894805,0,0.15772765499566468,0.10515176999684414,0,0.05257588499842207,0,0,0.017525294999474025,0,8.762647499744983,undefined,undefined,undefined,undefined,undefined,8.762647499744983,undefined,8.762647499744983,undefined,8.762647499744983,undefined,undefined,undefined,8.762647499744983,undefined
1780042462000,0,0.07010117999809534,0,0.03505058999894805,0,0.15772765499566468,0.10515176999684414,0,0.05257588499842207,0,0,0.017525294999474025,0,8.762647499744983,undefined,undefined,undefined,undefined,undefined,8.762647499744983,undefined,8.762647499744983,undefined,8.762647499744983,undefined,undefined,undefined,8.762647499744983,undefined
1780042463000,0,0.07010117999809534,0,0.03505058999894805,0,0.15772765499566468,0.10515176999684414,0,0.05257588499842207,0,0,0.017525294999474025,0,8.762647499744983,undefined,undefined,undefined,undefined,undefined,8.762647499744983,undefined,8.762647499744983,undefined,8.762647499744983,undefined,undefined,undefined,8.762647499744983,undefined
1780042464000,0,0.07010117999809534,0,0.03505058999894805,0,0.15772765499566468,0.10515176999684414,0,0.05257588499842207,0,0,0.017525294999474025,0,8.762647499744983,undefined,undefined,undefined,undefined,undefined,8.762647499744983,undefined,8.762647499744983,undefined,8.762647499744983,undefined,undefined,undefined,8.762647499744983,undefined
1780042465000,0.01723072716465002,0.0861536358232501,0.03446145432934901,0.01723072716465002,0,0.18953799881115022,0.0861536358232501,0,0.051692181494048,0,0,0.03446145432930004,0.017230727164665324,8.615363582332845,undefined,undefined,0.2756916346346511,undefined,undefined,8.615363582332845,undefined,8.615363582332845,undefined,8.615363582332845,undefined,undefined,undefined,8.598132855168195,undefined
