"Time","coredns","etcd","grafana","kepler","kindnet-cni","kube-apiserver","kube-controller-manager","kube-proxy","kube-scheduler","kube-state-metrics","local-path-provisioner","prometheus-server","prometheus-server-configmap-reload","ue-ch-est","ue-ch-mmse","ue-ch-mmse-98b7f65cf-h6nwc","ue-check-crc","ue-check-crc-7f9f86875d-k5hd5","ue-descrambling","ue-descrambling-5c54bcf8b4-x74tv","ue-layer-demap","ue-layer-demap-56d87f6894-zvvxl","ue-ldpc-dec","ue-ofdm-demod","ue-ofdm-demod-7f9ddcf5f5-tpqwn","ue-soft-demod","ue-soft-demod-cc9c66bb5-5njnq"
2026-06-03 20:38:59,0,0,0,0.0837,0,0.251,0,0,0,0,0,0,0,9.29,0,,0,,9.29,,9.20,,9.20,9.29,,9.20,
2026-06-03 20:39:00,0,0.0853,0,0.0853,0,0.171,0.0853,0,0.0853,0,0,0,0,9.39,0,,0,,9.39,,9.39,,9.39,9.47,,9.30,
2026-06-03 20:39:01,0,0.0853,0,0.0853,0,0.171,0.0853,0,0.0853,0,0,0,0,9.39,0,,0,,9.39,,9.39,,9.39,9.47,,9.30,
2026-06-03 20:39:02,0,0.0853,0,0.0853,0,0.171,0.0853,0,0.0853,0,0,0,0,9.39,0,,0,,9.39,,9.39,,9.39,9.47,,9.30,
2026-06-03 20:39:03,0,0.0853,0,0.0853,0,0.171,0.0853,0,0.0853,0,0,0,0,9.39,0,,0,,9.39,,9.39,,9.39,9.47,,9.30,
2026-06-03 20:39:04,0,0.0853,0,0.0853,0,0.171,0.0853,0,0.0853,0,0,0,0,9.39,0,,0,,9.39,,9.39,,9.39,9.47,,9.30,
2026-06-03 20:39:05,0,0.172,0,0.0860,0,0.172,0,0,0.0860,0,0,0,0,9.28,0,,0,,9.37,,9.37,,9.28,9.28,,9.37,
2026-06-03 20:39:06,0,0.172,0,0.0860,0,0.172,0,0,0.0860,0,0,0,0,9.28,0,,0,,9.37,,9.37,,9.28,9.28,,9.37,
2026-06-03 20:39:07,0,0.172,0,0.0860,0,0.172,0,0,0.0860,0,0,0,0,9.28,0,,0,,9.37,,9.37,,9.28,9.28,,9.37,
2026-06-03 20:39:08,0,0.172,0,0.0860,0,0.172,0,0,0.0860,0,0,0,0,9.28,0,,0,,9.37,,9.37,,9.28,9.28,,9.37,
2026-06-03 20:39:09,0,0.172,0,0.0860,0,0.172,0,0,0.0860,0,0,0,0,9.28,0,,0,,9.37,,9.37,,9.28,9.28,,9.37,
2026-06-03 20:39:10,0,0.173,0,0,0,0.259,0.0864,0,0.0864,0,0,0,0,9.24,0,,0,,9.24,,9.33,,9.33,9.33,,9.33,
2026-06-03 20:39:11,0,0.173,0,0,0,0.259,0.0864,0,0.0864,0,0,0,0,9.24,0,,0,,9.24,,9.33,,9.33,9.33,,9.33,
