"Time","coredns","etcd","gnb-crc","gnb-crc-5cc99f5f84-gljgk","gnb-layer-map","gnb-layer-map-cc7748bbb-bx8m2","gnb-ldpc","gnb-modulation","gnb-modulation-5588bd5dd6-7sb8d","gnb-ofdm-mod","gnb-precoding","gnb-precoding-75b79846c-nq9qx","gnb-scramble","gnb-scramble-64d657bcf5-pd75v","grafana","kepler","kindnet-cni","kube-apiserver","kube-controller-manager","kube-proxy","kube-scheduler","kube-state-metrics","local-path-provisioner","prometheus-server","prometheus-server-configmap-reload"
2026-06-09 20:36:52,0.0230,0.115,11.5,,11.5,,11.5,11.5,,11.5,11.5,,11.5,,0.0230,0.369,0,0.207,0.115,0,0.0691,0.0230,0,0.0230,0
2026-06-09 20:36:53,0.0230,0.115,11.5,,11.5,,11.5,11.5,,11.5,11.5,,11.5,,0.0230,0.369,0,0.207,0.115,0,0.0691,0.0230,0,0.0230,0
2026-06-09 20:36:54,0.0230,0.115,11.5,,11.5,,11.5,11.5,,11.5,11.5,,11.5,,0.0230,0.369,0,0.207,0.115,0,0.0691,0.0230,0,0.0230,0
2026-06-09 20:36:55,0.0230,0.115,11.5,,11.5,,11.5,11.5,,11.5,11.5,,11.5,,0.0230,0.369,0,0.207,0.115,0,0.0691,0.0230,0,0.0230,0
2026-06-09 20:36:56,0.0230,0.115,11.5,,11.5,,11.5,11.5,,11.5,11.5,,11.5,,0.0230,0.369,0,0.207,0.115,0,0.0691,0.0230,0,0.0230,0
2026-06-09 20:36:57,0.0210,0.126,10.5,,10.5,,10.5,10.5,,10.5,10.5,,10.5,,0.0210,0.295,0,0.253,0.126,0.0210,0.0631,0,0,0.0631,0
2026-06-09 20:36:58,0.0210,0.126,10.5,,10.5,,10.5,10.5,,10.5,10.5,,10.5,,0.0210,0.295,0,0.253,0.126,0.0210,0.0631,0,0,0.0631,0
2026-06-09 20:36:59,0.0210,0.126,10.5,,10.5,,10.5,10.5,,10.5,10.5,,10.5,,0.0210,0.295,0,0.253,0.126,0.0210,0.0631,0,0,0.0631,0
2026-06-09 20:37:00,0.0210,0.126,10.5,,10.5,,10.5,10.5,,10.5,10.5,,10.5,,0.0210,0.295,0,0.253,0.126,0.0210,0.0631,0,0,0.0631,0
2026-06-09 20:37:01,0.0210,0.126,10.5,,10.5,,10.5,10.5,,10.5,10.5,,10.5,,0.0210,0.295,0,0.253,0.126,0.0210,0.0631,0,0,0.0631,0
2026-06-09 20:37:02,0,0.0908,11.4,,11.3,,11.4,11.4,,11.4,11.4,,11.4,,0.0227,0.341,0,0.204,0.0908,0,0.0908,0,0,0.0227,0
2026-06-09 20:37:03,0,0.0908,11.4,,11.3,,11.4,11.4,,11.4,11.4,,11.4,,0.0227,0.341,0,0.204,0.0908,0,0.0908,0,0,0.0227,0
2026-06-09 20:37:04,0,0.0908,11.4,,11.3,,11.4,11.4,,11.4,11.4,,11.4,,0.0227,0.341,0,0.204,0.0908,0,0.0908,0,0,0.0227,0
2026-06-09 20:37:05,0,0.0908,11.4,,11.3,,11.4,11.4,,11.4,11.4,,11.4,,0.0227,0.341,0,0.204,0.0908,0,0.0908,0,0,0.0227,0
2026-06-09 20:37:06,0,0.0908,11.4,,11.3,,11.4,11.4,,11.4,11.4,,11.4,,0.0227,0.341,0,0.204,0.0908,0,0.0908,0,0,0.0227,0
2026-06-09 20:37:07,0.0210,0.105,10.5,,10.4,,10.5,10.5,,10.5,10.5,,10.5,,0.0210,0.336,0,0.210,0.189,0,0.0420,0,0,0.0210,0
2026-06-09 20:37:08,0.0210,0.105,10.5,,10.4,,10.5,10.5,,10.5,10.5,,10.5,,0.0210,0.336,0,0.210,0.189,0,0.0420,0,0,0.0210,0
2026-06-09 20:37:09,0.0210,0.105,10.5,,10.4,,10.5,10.5,,10.5,10.5,,10.5,,0.0210,0.336,0,0.210,0.189,0,0.0420,0,0,0.0210,0
2026-06-09 20:37:10,0.0210,0.105,10.5,,10.4,,10.5,10.5,,10.5,10.5,,10.5,,0.0210,0.336,0,0.210,0.189,0,0.0420,0,0,0.0210,0
2026-06-09 20:37:11,0.0210,0.105,10.5,,10.4,,10.5,10.5,,10.5,10.5,,10.5,,0.0210,0.336,0,0.210,0.189,0,0.0420,0,0,0.0210,0
2026-06-09 20:37:12,0.0681,0.0908,11.4,,11.3,,11.4,11.4,,11.4,11.3,,11.4,,0.0227,0.363,0,0.204,0.114,0.0227,0.0681,0,0,0.0454,0
2026-06-09 20:37:13,0.0681,0.0908,11.4,,11.3,,11.4,11.4,,11.4,11.3,,11.4,,0.0227,0.363,0,0.204,0.114,0.0227,0.0681,0,0,0.0454,0
2026-06-09 20:37:14,0.0681,0.0908,11.4,,11.3,,11.4,11.4,,11.4,11.3,,11.4,,0.0227,0.363,0,0.204,0.114,0.0227,0.0681,0,0,0.0454,0
2026-06-09 20:37:15,0.0681,0.0908,11.4,,11.3,,11.4,11.4,,11.4,11.3,,11.4,,0.0227,0.363,0,0.204,0.114,0.0227,0.0681,0,0,0.0454,0
2026-06-09 20:37:16,0.0681,0.0908,11.4,,11.3,,11.4,11.4,,11.4,11.3,,11.4,,0.0227,0.363,0,0.204,0.114,0.0227,0.0681,0,0,0.0454,0
2026-06-09 20:37:17,0,0.123,10.3,,10.3,,10.3,10.3,,10.3,10.3,,10.3,,0.103,0.309,0,0.206,0.123,0,0.0823,0,0,0.0412,0
2026-06-09 20:37:18,0,0.123,10.3,,10.3,,10.3,10.3,,10.3,10.3,,10.3,,0.103,0.309,0,0.206,0.123,0,0.0823,0,0,0.0412,0
2026-06-09 20:37:19,0,0.123,10.3,,10.3,,10.3,10.3,,10.3,10.3,,10.3,,0.103,0.309,0,0.206,0.123,0,0.0823,0,0,0.0412,0
2026-06-09 20:37:20,0,0.123,10.3,,10.3,,10.3,10.3,,10.3,10.3,,10.3,,0.103,0.309,0,0.206,0.123,0,0.0823,0,0,0.0412,0
2026-06-09 20:37:21,0,0.123,10.3,,10.3,,10.3,10.3,,10.3,10.3,,10.3,,0.103,0.309,0,0.206,0.123,0,0.0823,0,0,0.0412,0
2026-06-09 20:37:22,0.0831,0.125,11.6,,11.5,,11.5,11.6,,11.5,11.5,,11.5,,0.0831,0.665,0,0.291,0.125,0,0.0416,0.0416,0,0.0831,0
2026-06-09 20:37:23,0.0831,0.125,11.6,,11.5,,11.5,11.6,,11.5,11.5,,11.5,,0.0831,0.665,0,0.291,0.125,0,0.0416,0.0416,0,0.0831,0
2026-06-09 20:37:24,0.0831,0.125,11.6,,11.5,,11.5,11.6,,11.5,11.5,,11.5,,0.0831,0.665,0,0.291,0.125,0,0.0416,0.0416,0,0.0831,0
2026-06-09 20:37:25,0.0831,0.125,11.6,,11.5,,11.5,11.6,,11.5,11.5,,11.5,,0.0831,0.665,0,0.291,0.125,0,0.0416,0.0416,0,0.0831,0
2026-06-09 20:37:26,0.0831,0.125,11.6,,11.5,,11.5,11.6,,11.5,11.5,,11.5,,0.0831,0.665,0,0.291,0.125,0,0.0416,0.0416,0,0.0831,0
2026-06-09 20:37:27,0.0211,0.106,10.6,,10.5,,10.5,10.6,,10.5,10.5,,10.6,,0.0211,0.317,0,0.190,0.0634,0,0.0634,0,0,0.0211,0
2026-06-09 20:37:28,0.0211,0.106,10.6,,10.5,,10.5,10.6,,10.5,10.5,,10.6,,0.0211,0.317,0,0.190,0.0634,0,0.0634,0,0,0.0211,0
2026-06-09 20:37:29,0.0211,0.106,10.6,,10.5,,10.5,10.6,,10.5,10.5,,10.6,,0.0211,0.317,0,0.190,0.0634,0,0.0634,0,0,0.0211,0
2026-06-09 20:37:30,0.0211,0.106,10.6,,10.5,,10.5,10.6,,10.5,10.5,,10.6,,0.0211,0.317,0,0.190,0.0634,0,0.0634,0,0,0.0211,0
2026-06-09 20:37:31,0.0211,0.106,10.6,,10.5,,10.5,10.6,,10.5,10.5,,10.6,,0.0211,0.317,0,0.190,0.0634,0,0.0634,0,0,0.0211,0
2026-06-09 20:37:32,0,0.140,11.7,,11.6,,11.7,11.7,,11.7,11.7,,11.7,,0.0467,0.420,0,0.467,0.0700,0,0.0934,0,0,0.140,0.0233
2026-06-09 20:37:33,0,0.140,11.7,,11.6,,11.7,11.7,,11.7,11.7,,11.7,,0.0467,0.420,0,0.467,0.0700,0,0.0934,0,0,0.140,0.0233
2026-06-09 20:37:34,0,0.140,11.7,,11.6,,11.7,11.7,,11.7,11.7,,11.7,,0.0467,0.420,0,0.467,0.0700,0,0.0934,0,0,0.140,0.0233
2026-06-09 20:37:35,0,0.140,11.7,,11.6,,11.7,11.7,,11.7,11.7,,11.7,,0.0467,0.420,0,0.467,0.0700,0,0.0934,0,0,0.140,0.0233
2026-06-09 20:37:36,0,0.140,11.7,,11.6,,11.7,11.7,,11.7,11.7,,11.7,,0.0467,0.420,0,0.467,0.0700,0,0.0934,0,0,0.140,0.0233
2026-06-09 20:37:37,0.0216,0.130,10.8,,10.8,,10.8,10.8,,10.8,10.8,,10.8,,0,0.324,0,0.195,0.0865,0,0.0432,0,0,0.0649,0
2026-06-09 20:37:38,0.0216,0.130,10.8,,10.8,,10.8,10.8,,10.8,10.8,,10.8,,0,0.324,0,0.195,0.0865,0,0.0432,0,0,0.0649,0
2026-06-09 20:37:39,0.0216,0.130,10.8,,10.8,,10.8,10.8,,10.8,10.8,,10.8,,0,0.324,0,0.195,0.0865,0,0.0432,0,0,0.0649,0
2026-06-09 20:37:40,0.0216,0.130,10.8,,10.8,,10.8,10.8,,10.8,10.8,,10.8,,0,0.324,0,0.195,0.0865,0,0.0432,0,0,0.0649,0
2026-06-09 20:37:41,0.0216,0.130,10.8,,10.8,,10.8,10.8,,10.8,10.8,,10.8,,0,0.324,0,0.195,0.0865,0,0.0432,0,0,0.0649,0
2026-06-09 20:37:42,0,0.112,11.2,,11.1,,11.1,11.2,,11.2,11.2,,11.2,,0.0223,0.312,0,0.446,0.0893,0,0.0669,0,0,0,0
2026-06-09 20:37:43,0,0.112,11.2,,11.1,,11.1,11.2,,11.2,11.2,,11.2,,0.0223,0.312,0,0.446,0.0893,0,0.0669,0,0,0,0
2026-06-09 20:37:44,0,0.112,11.2,,11.1,,11.1,11.2,,11.2,11.2,,11.2,,0.0223,0.312,0,0.446,0.0893,0,0.0669,0,0,0,0
2026-06-09 20:37:45,0,0.112,11.2,,11.1,,11.1,11.2,,11.2,11.2,,11.2,,0.0223,0.312,0,0.446,0.0893,0,0.0669,0,0,0,0
2026-06-09 20:37:46,0,0.112,11.2,,11.1,,11.1,11.2,,11.2,11.2,,11.2,,0.0223,0.312,0,0.446,0.0893,0,0.0669,0,0,0,0
2026-06-09 20:37:47,0.0446,0.134,11.1,,11.1,,11.1,11.1,,11.1,11.1,,11.1,,0.0446,0.334,0,0.245,0.0668,0,0.0668,0,0,0.0891,0
2026-06-09 20:37:48,0.0446,0.134,11.1,,11.1,,11.1,11.1,,11.1,11.1,,11.1,,0.0446,0.334,0,0.245,0.0668,0,0.0668,0,0,0.0891,0
2026-06-09 20:37:49,0.0446,0.134,11.1,,11.1,,11.1,11.1,,11.1,11.1,,11.1,,0.0446,0.334,0,0.245,0.0668,0,0.0668,0,0,0.0891,0
2026-06-09 20:37:50,0.0446,0.134,11.1,,11.1,,11.1,11.1,,11.1,11.1,,11.1,,0.0446,0.334,0,0.245,0.0668,0,0.0668,0,0,0.0891,0
2026-06-09 20:37:51,0.0446,0.134,11.1,,11.1,,11.1,11.1,,11.1,11.1,,11.1,,0.0446,0.334,0,0.245,0.0668,0,0.0668,0,0,0.0891,0
2026-06-09 20:37:52,0.0219,0.0876,10.9,,10.9,,10.9,10.9,,10.9,10.9,,10.9,,0.0219,0.350,0,0.219,0.109,0,0.0657,0,0.0219,0.0219,0
2026-06-09 20:37:53,0.0219,0.0876,10.9,,10.9,,10.9,10.9,,10.9,10.9,,10.9,,0.0219,0.350,0,0.219,0.109,0,0.0657,0,0.0219,0.0219,0
2026-06-09 20:37:54,0.0219,0.0876,10.9,,10.9,,10.9,10.9,,10.9,10.9,,10.9,,0.0219,0.350,0,0.219,0.109,0,0.0657,0,0.0219,0.0219,0
2026-06-09 20:37:55,0.0219,0.0876,10.9,,10.9,,10.9,10.9,,10.9,10.9,,10.9,,0.0219,0.350,0,0.219,0.109,0,0.0657,0,0.0219,0.0219,0
2026-06-09 20:37:56,0.0219,0.0876,10.9,,10.9,,10.9,10.9,,10.9,10.9,,10.9,,0.0219,0.350,0,0.219,0.109,0,0.0657,0,0.0219,0.0219,0
2026-06-09 20:37:57,0.0248,0.124,12.4,,12.4,,12.4,12.4,,12.4,0,,12.4,,0,0.348,0,0.199,0.0745,0,0.0745,0.0248,0,0.0745,0
2026-06-09 20:37:58,0.0248,0.124,12.4,,12.4,,12.4,12.4,,12.4,0,,12.4,,0,0.348,0,0.199,0.0745,0,0.0745,0.0248,0,0.0745,0
2026-06-09 20:37:59,0.0248,0.124,12.4,,12.4,,12.4,12.4,,12.4,0,,12.4,,0,0.348,0,0.199,0.0745,0,0.0745,0.0248,0,0.0745,0
2026-06-09 20:38:00,0.0248,0.124,12.4,,12.4,,12.4,12.4,,12.4,0,,12.4,,0,0.348,0,0.199,0.0745,0,0.0745,0.0248,0,0.0745,0
2026-06-09 20:38:01,0.0248,0.124,12.4,,12.4,,12.4,12.4,,12.4,0,,12.4,,0,0.348,0,0.199,0.0745,0,0.0745,0.0248,0,0.0745,0
2026-06-09 20:38:02,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0.0425,0.340,0,0.255,0.0849,0,0.0637,0,0,0.0425,0
2026-06-09 20:38:03,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0.0425,0.340,0,0.255,0.0849,0,0.0637,0,0,0.0425,0
2026-06-09 20:38:04,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0.0425,0.340,0,0.255,0.0849,0,0.0637,0,0,0.0425,0
2026-06-09 20:38:05,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0.0425,0.340,0,0.255,0.0849,0,0.0637,0,0,0.0425,0
2026-06-09 20:38:06,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0.0425,0.340,0,0.255,0.0849,0,0.0637,0,0,0.0425,0
2026-06-09 20:38:07,0.0223,0.0894,11.2,,11.1,,11.2,11.2,,11.1,0,,11.2,,0,0.358,0,0.201,0.0670,0,0.0670,0.0447,0,0,0
2026-06-09 20:38:08,0.0223,0.0894,11.2,,11.1,,11.2,11.2,,11.1,0,,11.2,,0,0.358,0,0.201,0.0670,0,0.0670,0.0447,0,0,0
2026-06-09 20:38:09,0.0223,0.0894,11.2,,11.1,,11.2,11.2,,11.1,0,,11.2,,0,0.358,0,0.201,0.0670,0,0.0670,0.0447,0,0,0
2026-06-09 20:38:10,0.0223,0.0894,11.2,,11.1,,11.2,11.2,,11.1,0,,11.2,,0,0.358,0,0.201,0.0670,0,0.0670,0.0447,0,0,0
2026-06-09 20:38:11,0.0223,0.0894,11.2,,11.1,,11.2,11.2,,11.1,0,,11.2,,0,0.358,0,0.201,0.0670,0,0.0670,0.0447,0,0,0
2026-06-09 20:38:12,0.0198,0.119,9.94,,9.92,,9.92,9.92,,9.92,0,,9.92,,0.0397,0.298,0,0.218,0.0595,0,0.0595,0,0,0.139,0
2026-06-09 20:38:13,0.0198,0.119,9.94,,9.92,,9.92,9.92,,9.92,0,,9.92,,0.0397,0.298,0,0.218,0.0595,0,0.0595,0,0,0.139,0
2026-06-09 20:38:14,0.0198,0.119,9.94,,9.92,,9.92,9.92,,9.92,0,,9.92,,0.0397,0.298,0,0.218,0.0595,0,0.0595,0,0,0.139,0
2026-06-09 20:38:15,0.0198,0.119,9.94,,9.92,,9.92,9.92,,9.92,0,,9.92,,0.0397,0.298,0,0.218,0.0595,0,0.0595,0,0,0.139,0
2026-06-09 20:38:16,0.0198,0.119,9.94,,9.92,,9.92,9.92,,9.92,0,,9.92,,0.0397,0.298,0,0.218,0.0595,0,0.0595,0,0,0.139,0
2026-06-09 20:38:17,0.0224,0.112,11.2,,11.2,,11.2,11.2,,11.2,0,,11.2,,0,0.336,0,0.202,0.0897,0,0.0448,0,0,0.0448,0
2026-06-09 20:38:18,0.0224,0.112,11.2,,11.2,,11.2,11.2,,11.2,0,,11.2,,0,0.336,0,0.202,0.0897,0,0.0448,0,0,0.0448,0
2026-06-09 20:38:19,0.0224,0.112,11.2,,11.2,,11.2,11.2,,11.2,0,,11.2,,0,0.336,0,0.202,0.0897,0,0.0448,0,0,0.0448,0
2026-06-09 20:38:20,0.0224,0.112,11.2,,11.2,,11.2,11.2,,11.2,0,,11.2,,0,0.336,0,0.202,0.0897,0,0.0448,0,0,0.0448,0
2026-06-09 20:38:21,0.0224,0.112,11.2,,11.2,,11.2,11.2,,11.2,0,,11.2,,0,0.336,0,0.202,0.0897,0,0.0448,0,0,0.0448,0
2026-06-09 20:38:22,0.0442,0.177,12.2,,12.2,,12.2,12.2,,12.2,0,,12.2,,0.265,0.663,0,0.265,0.133,0,0,0,0,0.0442,0
2026-06-09 20:38:23,0.0442,0.177,12.2,,12.2,,12.2,12.2,,12.2,0,,12.2,,0.265,0.663,0,0.265,0.133,0,0,0,0,0.0442,0
2026-06-09 20:38:24,0.0442,0.177,12.2,,12.2,,12.2,12.2,,12.2,0,,12.2,,0.265,0.663,0,0.265,0.133,0,0,0,0,0.0442,0
2026-06-09 20:38:25,0.0442,0.177,12.2,,12.2,,12.2,12.2,,12.2,0,,12.2,,0.265,0.663,0,0.265,0.133,0,0,0,0,0.0442,0
2026-06-09 20:38:26,0.0442,0.177,12.2,,12.2,,12.2,12.2,,12.2,0,,12.2,,0.265,0.663,0,0.265,0.133,0,0,0,0,0.0442,0
2026-06-09 20:38:27,0.0464,0.116,11.6,,11.6,,11.6,11.6,,11.6,0,,11.6,,0.0464,0.371,0,0.209,0.0696,0,0.0696,0,0,0.0232,0
2026-06-09 20:38:28,0.0464,0.116,11.6,,11.6,,11.6,11.6,,11.6,0,,11.6,,0.0464,0.371,0,0.209,0.0696,0,0.0696,0,0,0.0232,0
2026-06-09 20:38:29,0.0464,0.116,11.6,,11.6,,11.6,11.6,,11.6,0,,11.6,,0.0464,0.371,0,0.209,0.0696,0,0.0696,0,0,0.0232,0
2026-06-09 20:38:30,0.0464,0.116,11.6,,11.6,,11.6,11.6,,11.6,0,,11.6,,0.0464,0.371,0,0.209,0.0696,0,0.0696,0,0,0.0232,0
2026-06-09 20:38:31,0.0464,0.116,11.6,,11.6,,11.6,11.6,,11.6,0,,11.6,,0.0464,0.371,0,0.209,0.0696,0,0.0696,0,0,0.0232,0
2026-06-09 20:38:32,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0,0.319,0,0.446,0.106,0,0.106,0,0,0.127,0
2026-06-09 20:38:33,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0,0.319,0,0.446,0.106,0,0.106,0,0,0.127,0
2026-06-09 20:38:34,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0,0.319,0,0.446,0.106,0,0.106,0,0,0.127,0
2026-06-09 20:38:35,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0,0.319,0,0.446,0.106,0,0.106,0,0,0.127,0
2026-06-09 20:38:36,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0,0.319,0,0.446,0.106,0,0.106,0,0,0.127,0
2026-06-09 20:38:37,0,0.136,11.3,,11.3,,11.3,11.3,,11.3,0,,11.3,,0.0226,0.339,0,0.226,0.0452,0,0.0452,0.0226,0,0.0678,0
2026-06-09 20:38:38,0,0.136,11.3,,11.3,,11.3,11.3,,11.3,0,,11.3,,0.0226,0.339,0,0.226,0.0452,0,0.0452,0.0226,0,0.0678,0
2026-06-09 20:38:39,0,0.136,11.3,,11.3,,11.3,11.3,,11.3,0,,11.3,,0.0226,0.339,0,0.226,0.0452,0,0.0452,0.0226,0,0.0678,0
2026-06-09 20:38:40,0,0.136,11.3,,11.3,,11.3,11.3,,11.3,0,,11.3,,0.0226,0.339,0,0.226,0.0452,0,0.0452,0.0226,0,0.0678,0
2026-06-09 20:38:41,0,0.136,11.3,,11.3,,11.3,11.3,,11.3,0,,11.3,,0.0226,0.339,0,0.226,0.0452,0,0.0452,0.0226,0,0.0678,0
2026-06-09 20:38:42,0.0426,0.106,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0.0213,0.319,0.0213,0.234,0.106,0,0.0639,0,0,0.0213,0
2026-06-09 20:38:43,0.0426,0.106,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0.0213,0.319,0.0213,0.234,0.106,0,0.0639,0,0,0.0213,0
2026-06-09 20:38:44,0.0426,0.106,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0.0213,0.319,0.0213,0.234,0.106,0,0.0639,0,0,0.0213,0
2026-06-09 20:38:45,0.0426,0.106,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0.0213,0.319,0.0213,0.234,0.106,0,0.0639,0,0,0.0213,0
2026-06-09 20:38:46,0.0426,0.106,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0.0213,0.319,0.0213,0.234,0.106,0,0.0639,0,0,0.0213,0
2026-06-09 20:38:47,0.0218,0.109,10.9,,10.9,,10.9,10.9,,10.8,0,,10.9,,0.0218,0.326,0,0.196,0.0653,0,0.0653,0.0218,0,0.0653,0.0218
2026-06-09 20:38:48,0.0218,0.109,10.9,,10.9,,10.9,10.9,,10.8,0,,10.9,,0.0218,0.326,0,0.196,0.0653,0,0.0653,0.0218,0,0.0653,0.0218
2026-06-09 20:38:49,0.0218,0.109,10.9,,10.9,,10.9,10.9,,10.8,0,,10.9,,0.0218,0.326,0,0.196,0.0653,0,0.0653,0.0218,0,0.0653,0.0218
2026-06-09 20:38:50,0.0218,0.109,10.9,,10.9,,10.9,10.9,,10.8,0,,10.9,,0.0218,0.326,0,0.196,0.0653,0,0.0653,0.0218,0,0.0653,0.0218
2026-06-09 20:38:51,0.0218,0.109,10.9,,10.9,,10.9,10.9,,10.8,0,,10.9,,0.0218,0.326,0,0.196,0.0653,0,0.0653,0.0218,0,0.0653,0.0218
2026-06-09 20:38:52,0.0216,0.130,10.8,,10.8,,10.8,10.8,,10.8,0,,10.8,,0.0433,0.346,0,0.238,0.0866,0,0.0649,0,0,0.0216,0
2026-06-09 20:38:53,0.0216,0.130,10.8,,10.8,,10.8,10.8,,10.8,0,,10.8,,0.0433,0.346,0,0.238,0.0866,0,0.0649,0,0,0.0216,0
2026-06-09 20:38:54,0.0216,0.130,10.8,,10.8,,10.8,10.8,,10.8,0,,10.8,,0.0433,0.346,0,0.238,0.0866,0,0.0649,0,0,0.0216,0
2026-06-09 20:38:55,0.0216,0.130,10.8,,10.8,,10.8,10.8,,10.8,0,,10.8,,0.0433,0.346,0,0.238,0.0866,0,0.0649,0,0,0.0216,0
2026-06-09 20:38:56,0.0216,0.130,10.8,,10.8,,10.8,10.8,,10.8,0,,10.8,,0.0433,0.346,0,0.238,0.0866,0,0.0649,0,0,0.0216,0
2026-06-09 20:38:57,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0,0.318,0,0.212,0.0849,0,0.0636,0.0212,0,0.0636,0
2026-06-09 20:38:58,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0,0.318,0,0.212,0.0849,0,0.0636,0.0212,0,0.0636,0
2026-06-09 20:38:59,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0,0.318,0,0.212,0.0849,0,0.0636,0.0212,0,0.0636,0
2026-06-09 20:39:00,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0,0.318,0,0.212,0.0849,0,0.0636,0.0212,0,0.0636,0
2026-06-09 20:39:01,0,0.127,10.6,,10.6,,10.6,10.6,,10.6,0,,10.6,,0,0.318,0,0.212,0.0849,0,0.0636,0.0212,0,0.0636,0
2026-06-09 20:39:02,0.0220,0.0881,11.0,,11.0,,11.0,11.0,,11.0,0,,11.0,,0.0220,0.308,0,0.220,0.0881,0,0.0661,0,0,0.0220,0
2026-06-09 20:39:03,0.0220,0.0881,11.0,,11.0,,11.0,11.0,,11.0,0,,11.0,,0.0220,0.308,0,0.220,0.0881,0,0.0661,0,0,0.0220,0
2026-06-09 20:39:04,0.0220,0.0881,11.0,,11.0,,11.0,11.0,,11.0,0,,11.0,,0.0220,0.308,0,0.220,0.0881,0,0.0661,0,0,0.0220,0
2026-06-09 20:39:05,0.0220,0.0881,11.0,,11.0,,11.0,11.0,,11.0,0,,11.0,,0.0220,0.308,0,0.220,0.0881,0,0.0661,0,0,0.0220,0
2026-06-09 20:39:06,0.0220,0.0881,11.0,,11.0,,11.0,11.0,,11.0,0,,11.0,,0.0220,0.308,0,0.220,0.0881,0,0.0661,0,0,0.0220,0
2026-06-09 20:39:07,0,0.110,11.0,,11.0,,11.0,11.0,,11.0,0,,11.0,,0.0442,0.353,0,0.199,0.110,0,0.0662,0,0,0.0442,0
2026-06-09 20:39:08,0,0.110,11.0,,11.0,,11.0,11.0,,11.0,0,,11.0,,0.0442,0.353,0,0.199,0.110,0,0.0662,0,0,0.0442,0
2026-06-09 20:39:09,0,0.110,11.0,,11.0,,11.0,11.0,,11.0,0,,11.0,,0.0442,0.353,0,0.199,0.110,0,0.0662,0,0,0.0442,0
2026-06-09 20:39:10,0,0.110,11.0,,11.0,,11.0,11.0,,11.0,0,,11.0,,0.0442,0.353,0,0.199,0.110,0,0.0662,0,0,0.0442,0
2026-06-09 20:39:11,0,0.110,11.0,,11.0,,11.0,11.0,,11.0,0,,11.0,,0.0442,0.353,0,0.199,0.110,0,0.0662,0,0,0.0442,0
2026-06-09 20:39:12,0.0656,0.131,10.9,,10.9,,10.9,10.9,,10.9,0,,10.9,,0,0.350,0,0.241,0.0875,0,0.0656,0,0,0.0219,0
2026-06-09 20:39:13,0.0656,0.131,10.9,,10.9,,10.9,10.9,,10.9,0,,10.9,,0,0.350,0,0.241,0.0875,0,0.0656,0,0,0.0219,0
2026-06-09 20:39:14,0.0656,0.131,10.9,,10.9,,10.9,10.9,,10.9,0,,10.9,,0,0.350,0,0.241,0.0875,0,0.0656,0,0,0.0219,0
2026-06-09 20:39:15,0.0656,0.131,10.9,,10.9,,10.9,10.9,,10.9,0,,10.9,,0,0.350,0,0.241,0.0875,0,0.0656,0,0,0.0219,0
2026-06-09 20:39:16,0.0656,0.131,10.9,,10.9,,10.9,10.9,,10.9,0,,10.9,,0,0.350,0,0.241,0.0875,0,0.0656,0,0,0.0219,0
2026-06-09 20:39:17,0.0204,0.102,10.2,,10.2,,10.2,10.2,,10.2,0,,10.2,,0.102,0.306,0,0.183,0.0611,0,0.0407,0.0204,0,0.0407,0
2026-06-09 20:39:18,0.0204,0.102,10.2,,10.2,,10.2,10.2,,10.2,0,,10.2,,0.102,0.306,0,0.183,0.0611,0,0.0407,0.0204,0,0.0407,0
2026-06-09 20:39:19,0.0204,0.102,10.2,,10.2,,10.2,10.2,,10.2,0,,10.2,,0.102,0.306,0,0.183,0.0611,0,0.0407,0.0204,0,0.0407,0
2026-06-09 20:39:20,0.0204,0.102,10.2,,10.2,,10.2,10.2,,10.2,0,,10.2,,0.102,0.306,0,0.183,0.0611,0,0.0407,0.0204,0,0.0407,0
2026-06-09 20:39:21,0.0204,0.102,10.2,,10.2,,10.2,10.2,,10.2,0,,10.2,,0.102,0.306,0,0.183,0.0611,0,0.0407,0.0204,0,0.0407,0
2026-06-09 20:39:22,0.0378,0.0756,10.5,,10.4,,10.5,10.5,,10.5,0,,10.5,,0.0378,0.567,0,0.189,0.0756,0,0.0756,0,0,0,0
