"Time","coredns","etcd","gnb-crc","gnb-crc-6d979b8745-bdqr8","gnb-layer-map","gnb-layer-map-84968c6ff5-h4mds","gnb-ldpc","gnb-modulation","gnb-ofdm-mod","gnb-precoding","gnb-precoding-7c4b7468d8-xfzxr","gnb-scramble","gnb-scramble-74ffbb6964-5z7ml","grafana","kepler","kindnet-cni","kube-apiserver","kube-controller-manager","kube-proxy","kube-scheduler","kube-state-metrics","local-path-provisioner","prometheus-server","prometheus-server-configmap-reload"
2026-05-28 17:54:50,0,0,,,,,,,,,,,,0,0,0,0.183,0,0,0,0,0,0.0610,0
2026-05-28 17:54:51,0,0,,,,,,,,,,,,0,0,0,0.183,0,0,0,0,0,0.0610,0
2026-05-28 17:54:52,0,0,,,,,,,,,,,,0,0,0,0.183,0,0,0,0,0,0.0610,0
2026-05-28 17:54:53,0,0,,,,,,,,,,,,0,0,0,0.183,0,0,0,0,0,0.0610,0
2026-05-28 17:54:54,0,0,,,,,,,,,,,,0,0,0,0.183,0,0,0,0,0,0.0610,0
2026-05-28 17:54:55,0.0346,0.0692,,,,,,,,,,,,0.0346,0,0,0.104,0.0346,0,0,0,0,0,0.0346
2026-05-28 17:54:56,0.0346,0.0692,,,,,,,,,,,,0.0346,0,0,0.104,0.0346,0,0,0,0,0,0.0346
2026-05-28 17:54:57,0.0346,0.0692,,,,,,,,,,,,0.0346,0,0,0.104,0.0346,0,0,0,0,0,0.0346
2026-05-28 17:54:58,0.0346,0.0692,,,,,,,,,,,,0.0346,0,0,0.104,0.0346,0,0,0,0,0,0.0346
2026-05-28 17:54:59,0.0346,0.0692,,,,,,,,,,,,0.0346,0,0,0.104,0.0346,0,0,0,0,0,0.0346
2026-05-28 17:55:00,0,0.0427,7.81,,7.81,,7.77,7.77,7.77,7.77,,7.81,,0,0.0427,0,0.171,0.0427,0,0.0427,0,0,0,0
2026-05-28 17:55:01,0,0.0427,7.81,,7.81,,7.77,7.77,7.77,7.77,,7.81,,0,0.0427,0,0.171,0.0427,0,0.0427,0,0,0,0
2026-05-28 17:55:02,0,0.0427,7.81,,7.81,,7.77,7.77,7.77,7.77,,7.81,,0,0.0427,0,0.171,0.0427,0,0.0427,0,0,0,0
2026-05-28 17:55:03,0,0.0427,7.81,,7.81,,7.77,7.77,7.77,7.77,,7.81,,0,0.0427,0,0.171,0.0427,0,0.0427,0,0,0,0
2026-05-28 17:55:04,0,0.0427,7.81,,7.81,,7.77,7.77,7.77,7.77,,7.81,,0,0.0427,0,0.171,0.0427,0,0.0427,0,0,0,0
2026-05-28 17:55:05,0.0514,0.103,9.31,,9.36,,9.31,9.31,9.31,9.31,,9.36,,0.0514,0.103,0,0.206,0,0,0.103,0.0514,0,0,0
2026-05-28 17:55:06,0.0514,0.103,9.31,,9.36,,9.31,9.31,9.31,9.31,,9.36,,0.0514,0.103,0,0.206,0,0,0.103,0.0514,0,0,0
2026-05-28 17:55:07,0.0514,0.103,9.31,,9.36,,9.31,9.31,9.31,9.31,,9.36,,0.0514,0.103,0,0.206,0,0,0.103,0.0514,0,0,0
2026-05-28 17:55:08,0.0514,0.103,9.31,,9.36,,9.31,9.31,9.31,9.31,,9.36,,0.0514,0.103,0,0.206,0,0,0.103,0.0514,0,0,0
2026-05-28 17:55:09,0.0514,0.103,9.31,,9.36,,9.31,9.31,9.31,9.31,,9.36,,0.0514,0.103,0,0.206,0,0,0.103,0.0514,0,0,0
2026-05-28 17:55:10,0,0.0587,10.6,,10.6,,10.6,10.6,10.6,10.6,,10.6,,0,0.0587,0,0.235,0.0587,0,0.0587,0,0,0.0587,0
2026-05-28 17:55:11,0,0.0587,10.6,,10.6,,10.6,10.6,10.6,10.6,,10.6,,0,0.0587,0,0.235,0.0587,0,0.0587,0,0,0.0587,0
2026-05-28 17:55:12,0,0.0587,10.6,,10.6,,10.6,10.6,10.6,10.6,,10.6,,0,0.0587,0,0.235,0.0587,0,0.0587,0,0,0.0587,0
2026-05-28 17:55:13,0,0.0587,10.6,,10.6,,10.6,10.6,10.6,10.6,,10.6,,0,0.0587,0,0.235,0.0587,0,0.0587,0,0,0.0587,0
2026-05-28 17:55:14,0,0.0587,10.6,,10.6,,10.6,10.6,10.6,10.6,,10.6,,0,0.0587,0,0.235,0.0587,0,0.0587,0,0,0.0587,0
2026-05-28 17:55:15,0,0.112,10.1,,10.1,,10.0,10.1,10.1,10.1,,10.0,,0,0,0,0.280,0.112,0,0.0560,0,0,0,0
2026-05-28 17:55:16,0,0.112,10.1,,10.1,,10.0,10.1,10.1,10.1,,10.0,,0,0,0,0.280,0.112,0,0.0560,0,0,0,0
2026-05-28 17:55:17,0,0.112,10.1,,10.1,,10.0,10.1,10.1,10.1,,10.0,,0,0,0,0.280,0.112,0,0.0560,0,0,0,0
2026-05-28 17:55:18,0,0.112,10.1,,10.1,,10.0,10.1,10.1,10.1,,10.0,,0,0,0,0.280,0.112,0,0.0560,0,0,0,0
2026-05-28 17:55:19,0,0.112,10.1,,10.1,,10.0,10.1,10.1,10.1,,10.0,,0,0,0,0.280,0.112,0,0.0560,0,0,0,0
2026-05-28 17:55:20,0,0.103,9.24,,9.24,,9.24,9.24,9.24,9.24,,9.24,,0.103,0.0516,0,0.207,0,0,0.0516,0,0,0,0
2026-05-28 17:55:21,0,0.103,9.24,,9.24,,9.24,9.24,9.24,9.24,,9.24,,0.103,0.0516,0,0.207,0,0,0.0516,0,0,0,0
2026-05-28 17:55:22,0,0.103,9.24,,9.24,,9.24,9.24,9.24,9.24,,9.24,,0.103,0.0516,0,0.207,0,0,0.0516,0,0,0,0
2026-05-28 17:55:23,0,0.103,9.24,,9.24,,9.24,9.24,9.24,9.24,,9.24,,0.103,0.0516,0,0.207,0,0,0.0516,0,0,0,0
2026-05-28 17:55:24,0,0.103,9.24,,9.24,,9.24,9.24,9.24,9.24,,9.24,,0.103,0.0516,0,0.207,0,0,0.0516,0,0,0,0
2026-05-28 17:55:25,0,0.153,9.06,,9.11,,9.06,9.06,9.06,9.06,,9.06,,0.0509,0.102,0,0.153,0.0509,0,0.0509,0,0,0,0
2026-05-28 17:55:26,0,0.153,9.06,,9.11,,9.06,9.06,9.06,9.06,,9.06,,0.0509,0.102,0,0.153,0.0509,0,0.0509,0,0,0,0
2026-05-28 17:55:27,0,0.153,9.06,,9.11,,9.06,9.06,9.06,9.06,,9.06,,0.0509,0.102,0,0.153,0.0509,0,0.0509,0,0,0,0
2026-05-28 17:55:28,0,0.153,9.06,,9.11,,9.06,9.06,9.06,9.06,,9.06,,0.0509,0.102,0,0.153,0.0509,0,0.0509,0,0,0,0
2026-05-28 17:55:29,0,0.153,9.06,,9.11,,9.06,9.06,9.06,9.06,,9.06,,0.0509,0.102,0,0.153,0.0509,0,0.0509,0,0,0,0
2026-05-28 17:55:30,0.0517,0.103,9.14,,9.20,,9.14,9.20,9.14,9.20,,9.14,,0.0517,0.0517,0,0.672,0.0517,0,0.0517,0,0,0,0
2026-05-28 17:55:31,0.0517,0.103,9.14,,9.20,,9.14,9.20,9.14,9.20,,9.14,,0.0517,0.0517,0,0.672,0.0517,0,0.0517,0,0,0,0
2026-05-28 17:55:32,0.0517,0.103,9.14,,9.20,,9.14,9.20,9.14,9.20,,9.14,,0.0517,0.0517,0,0.672,0.0517,0,0.0517,0,0,0,0
2026-05-28 17:55:33,0.0517,0.103,9.14,,9.20,,9.14,9.20,9.14,9.20,,9.14,,0.0517,0.0517,0,0.672,0.0517,0,0.0517,0,0,0,0
2026-05-28 17:55:34,0.0517,0.103,9.14,,9.20,,9.14,9.20,9.14,9.20,,9.14,,0.0517,0.0517,0,0.672,0.0517,0,0.0517,0,0,0,0
2026-05-28 17:55:35,0,0.0517,9.15,,9.15,,9.15,9.15,9.15,9.15,,9.15,,0,0.103,0,0.155,0.0517,0,0.0517,0.0517,0,0,0.0517
2026-05-28 17:55:36,0,0.0517,9.15,,9.15,,9.15,9.15,9.15,9.15,,9.15,,0,0.103,0,0.155,0.0517,0,0.0517,0.0517,0,0,0.0517
2026-05-28 17:55:37,0,0.0517,9.15,,9.15,,9.15,9.15,9.15,9.15,,9.15,,0,0.103,0,0.155,0.0517,0,0.0517,0.0517,0,0,0.0517
2026-05-28 17:55:38,0,0.0517,9.15,,9.15,,9.15,9.15,9.15,9.15,,9.15,,0,0.103,0,0.155,0.0517,0,0.0517,0.0517,0,0,0.0517
2026-05-28 17:55:39,0,0.0517,9.15,,9.15,,9.15,9.15,9.15,9.15,,9.15,,0,0.103,0,0.155,0.0517,0,0.0517,0.0517,0,0,0.0517
2026-05-28 17:55:40,0,0.107,9.40,,9.40,,9.40,9.40,9.40,9.40,,9.40,,0,0.0534,0,0.160,0.0534,0,0.0534,0,0,0,0
2026-05-28 17:55:41,0,0.107,9.40,,9.40,,9.40,9.40,9.40,9.40,,9.40,,0,0.0534,0,0.160,0.0534,0,0.0534,0,0,0,0
2026-05-28 17:55:42,0,0.107,9.40,,9.40,,9.40,9.40,9.40,9.40,,9.40,,0,0.0534,0,0.160,0.0534,0,0.0534,0,0,0,0
2026-05-28 17:55:43,0,0.107,9.40,,9.40,,9.40,9.40,9.40,9.40,,9.40,,0,0.0534,0,0.160,0.0534,0,0.0534,0,0,0,0
2026-05-28 17:55:44,0,0.107,9.40,,9.40,,9.40,9.40,9.40,9.40,,9.40,,0,0.0534,0,0.160,0.0534,0,0.0534,0,0,0,0
2026-05-28 17:55:45,0,0.158,9.22,,9.22,,9.22,9.22,9.22,9.22,,9.22,,0,0.0527,0,0.211,0.0527,0,0.0527,0,0,0,0
2026-05-28 17:55:46,0,0.158,9.22,,9.22,,9.22,9.22,9.22,9.22,,9.22,,0,0.0527,0,0.211,0.0527,0,0.0527,0,0,0,0
2026-05-28 17:55:47,0,0.158,9.22,,9.22,,9.22,9.22,9.22,9.22,,9.22,,0,0.0527,0,0.211,0.0527,0,0.0527,0,0,0,0
2026-05-28 17:55:48,0,0.158,9.22,,9.22,,9.22,9.22,9.22,9.22,,9.22,,0,0.0527,0,0.211,0.0527,0,0.0527,0,0,0,0
2026-05-28 17:55:49,0,0.158,9.22,,9.22,,9.22,9.22,9.22,9.22,,9.22,,0,0.0527,0,0.211,0.0527,0,0.0527,0,0,0,0
2026-05-28 17:55:50,0.0526,0.0526,9.20,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0,0,0.210,0.105,0,0.105,0,0,0,0
2026-05-28 17:55:51,0.0526,0.0526,9.20,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0,0,0.210,0.105,0,0.105,0,0,0,0
2026-05-28 17:55:52,0.0526,0.0526,9.20,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0,0,0.210,0.105,0,0.105,0,0,0,0
2026-05-28 17:55:53,0.0526,0.0526,9.20,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0,0,0.210,0.105,0,0.105,0,0,0,0
2026-05-28 17:55:54,0.0526,0.0526,9.20,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0,0,0.210,0.105,0,0.105,0,0,0,0
2026-05-28 17:55:55,0,0.0529,9.15,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0.0529,0,0.212,0.0529,0,0.0529,0,0,0,0
2026-05-28 17:55:56,0,0.0529,9.15,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0.0529,0,0.212,0.0529,0,0.0529,0,0,0,0
2026-05-28 17:55:57,0,0.0529,9.15,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0.0529,0,0.212,0.0529,0,0.0529,0,0,0,0
2026-05-28 17:55:58,0,0.0529,9.15,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0.0529,0,0.212,0.0529,0,0.0529,0,0,0,0
2026-05-28 17:55:59,0,0.0529,9.15,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0.0529,0,0.212,0.0529,0,0.0529,0,0,0,0
2026-05-28 17:56:00,0,0.0548,9.54,,9.49,,9.49,9.54,9.49,9.54,,9.54,,0,0,0,0.110,0.0548,0,0.0548,0,0,0,0
2026-05-28 17:56:01,0,0.0548,9.54,,9.49,,9.49,9.54,9.49,9.54,,9.54,,0,0,0,0.110,0.0548,0,0.0548,0,0,0,0
2026-05-28 17:56:02,0,0.0548,9.54,,9.49,,9.49,9.54,9.49,9.54,,9.54,,0,0,0,0.110,0.0548,0,0.0548,0,0,0,0
2026-05-28 17:56:03,0,0.0548,9.54,,9.49,,9.49,9.54,9.49,9.54,,9.54,,0,0,0,0.110,0.0548,0,0.0548,0,0,0,0
2026-05-28 17:56:04,0,0.0548,9.54,,9.49,,9.49,9.54,9.49,9.54,,9.54,,0,0,0,0.110,0.0548,0,0.0548,0,0,0,0
2026-05-28 17:56:05,0.0537,0.0537,9.28,,9.23,,9.28,9.28,9.23,9.28,,9.23,,0,0.0537,0,0.161,0,0,0.0537,0,0,0.0537,0
2026-05-28 17:56:06,0.0537,0.0537,9.28,,9.23,,9.28,9.28,9.23,9.28,,9.23,,0,0.0537,0,0.161,0,0,0.0537,0,0,0.0537,0
2026-05-28 17:56:07,0.0537,0.0537,9.28,,9.23,,9.28,9.28,9.23,9.28,,9.23,,0,0.0537,0,0.161,0,0,0.0537,0,0,0.0537,0
2026-05-28 17:56:08,0.0537,0.0537,9.28,,9.23,,9.28,9.28,9.23,9.28,,9.23,,0,0.0537,0,0.161,0,0,0.0537,0,0,0.0537,0
2026-05-28 17:56:09,0.0537,0.0537,9.28,,9.23,,9.28,9.28,9.23,9.28,,9.23,,0,0.0537,0,0.161,0,0,0.0537,0,0,0.0537,0
2026-05-28 17:56:10,0,0.107,9.20,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0.0535,0,0.160,0,0,0.107,0,0,0,0
2026-05-28 17:56:11,0,0.107,9.20,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0.0535,0,0.160,0,0,0.107,0,0,0,0
2026-05-28 17:56:12,0,0.107,9.20,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0.0535,0,0.160,0,0,0.107,0,0,0,0
2026-05-28 17:56:13,0,0.107,9.20,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0.0535,0,0.160,0,0,0.107,0,0,0,0
2026-05-28 17:56:14,0,0.107,9.20,,9.15,,9.20,9.20,9.20,9.20,,9.20,,0,0.0535,0,0.160,0,0,0.107,0,0,0,0
2026-05-28 17:56:15,0.0539,0.108,9.28,,9.22,,9.22,9.28,9.22,9.28,,9.22,,0.0539,0.0539,0,0.162,0.108,0,0.0539,0,0,0,0
2026-05-28 17:56:16,0.0539,0.108,9.28,,9.22,,9.22,9.28,9.22,9.28,,9.22,,0.0539,0.0539,0,0.162,0.108,0,0.0539,0,0,0,0
2026-05-28 17:56:17,0.0539,0.108,9.28,,9.22,,9.22,9.28,9.22,9.28,,9.22,,0.0539,0.0539,0,0.162,0.108,0,0.0539,0,0,0,0
2026-05-28 17:56:18,0.0539,0.108,9.28,,9.22,,9.22,9.28,9.22,9.28,,9.22,,0.0539,0.0539,0,0.162,0.108,0,0.0539,0,0,0,0
2026-05-28 17:56:19,0.0539,0.108,9.28,,9.22,,9.22,9.28,9.22,9.28,,9.22,,0.0539,0.0539,0,0.162,0.108,0,0.0539,0,0,0,0
2026-05-28 17:56:20,0.0555,0.0555,9.44,,9.44,,9.49,9.44,9.44,9.49,,9.44,,0,0.0555,0,0.167,0,0,0.0555,0,0,0,0
2026-05-28 17:56:21,0.0555,0.0555,9.44,,9.44,,9.49,9.44,9.44,9.49,,9.44,,0,0.0555,0,0.167,0,0,0.0555,0,0,0,0
2026-05-28 17:56:22,0.0555,0.0555,9.44,,9.44,,9.49,9.44,9.44,9.49,,9.44,,0,0.0555,0,0.167,0,0,0.0555,0,0,0,0
2026-05-28 17:56:23,0.0555,0.0555,9.44,,9.44,,9.49,9.44,9.44,9.49,,9.44,,0,0.0555,0,0.167,0,0,0.0555,0,0,0,0
2026-05-28 17:56:24,0.0555,0.0555,9.44,,9.44,,9.49,9.44,9.44,9.49,,9.44,,0,0.0555,0,0.167,0,0,0.0555,0,0,0,0
2026-05-28 17:56:25,0,0.0542,9.16,,9.16,,9.22,9.16,9.22,9.22,,9.22,,0.108,0.0542,0,0.163,0.108,0,0.108,0,0,0,0
2026-05-28 17:56:26,0,0.0542,9.16,,9.16,,9.22,9.16,9.22,9.22,,9.22,,0.108,0.0542,0,0.163,0.108,0,0.108,0,0,0,0
2026-05-28 17:56:27,0,0.0542,9.16,,9.16,,9.22,9.16,9.22,9.22,,9.22,,0.108,0.0542,0,0.163,0.108,0,0.108,0,0,0,0
2026-05-28 17:56:28,0,0.0542,9.16,,9.16,,9.22,9.16,9.22,9.22,,9.22,,0.108,0.0542,0,0.163,0.108,0,0.108,0,0,0,0
2026-05-28 17:56:29,0,0.0542,9.16,,9.16,,9.22,9.16,9.22,9.22,,9.22,,0.108,0.0542,0,0.163,0.108,0,0.108,0,0,0,0
2026-05-28 17:56:30,0.0550,0.110,9.30,,9.30,,9.30,9.30,9.35,9.30,,9.30,,0,0.0550,0,0.165,0.0550,0,0.0550,0,0,0,0
2026-05-28 17:56:31,0.0550,0.110,9.30,,9.30,,9.30,9.30,9.35,9.30,,9.30,,0,0.0550,0,0.165,0.0550,0,0.0550,0,0,0,0
2026-05-28 17:56:32,0.0550,0.110,9.30,,9.30,,9.30,9.30,9.35,9.30,,9.30,,0,0.0550,0,0.165,0.0550,0,0.0550,0,0,0,0
2026-05-28 17:56:33,0.0550,0.110,9.30,,9.30,,9.30,9.30,9.35,9.30,,9.30,,0,0.0550,0,0.165,0.0550,0,0.0550,0,0,0,0
2026-05-28 17:56:34,0.0550,0.110,9.30,,9.30,,9.30,9.30,9.35,9.30,,9.30,,0,0.0550,0,0.165,0.0550,0,0.0550,0,0,0,0
2026-05-28 17:56:35,0,0.0548,9.21,,9.21,,9.26,9.21,9.26,9.26,,9.26,,0.0548,0.110,0,0.110,0,0,0,0.0548,0,0,0
2026-05-28 17:56:36,0,0.0548,9.21,,9.21,,9.26,9.21,9.26,9.26,,9.26,,0.0548,0.110,0,0.110,0,0,0,0.0548,0,0,0
2026-05-28 17:56:37,0,0.0548,9.21,,9.21,,9.26,9.21,9.26,9.26,,9.26,,0.0548,0.110,0,0.110,0,0,0,0.0548,0,0,0
2026-05-28 17:56:38,0,0.0548,9.21,,9.21,,9.26,9.21,9.26,9.26,,9.26,,0.0548,0.110,0,0.110,0,0,0,0.0548,0,0,0
2026-05-28 17:56:39,0,0.0548,9.21,,9.21,,9.26,9.21,9.26,9.26,,9.26,,0.0548,0.110,0,0.110,0,0,0,0.0548,0,0,0
2026-05-28 17:56:40,0,0.0561,9.42,,9.36,,9.42,9.36,9.42,9.42,,9.42,,0,0.0561,0,0.168,0.0561,0,0.0561,0,0,0,0
2026-05-28 17:56:41,0,0.0561,9.42,,9.36,,9.42,9.36,9.42,9.42,,9.42,,0,0.0561,0,0.168,0.0561,0,0.0561,0,0,0,0
2026-05-28 17:56:42,0,0.0561,9.42,,9.36,,9.42,9.36,9.42,9.42,,9.42,,0,0.0561,0,0.168,0.0561,0,0.0561,0,0,0,0
2026-05-28 17:56:43,0,0.0561,9.42,,9.36,,9.42,9.36,9.42,9.42,,9.42,,0,0.0561,0,0.168,0.0561,0,0.0561,0,0,0,0
2026-05-28 17:56:44,0,0.0561,9.42,,9.36,,9.42,9.36,9.42,9.42,,9.42,,0,0.0561,0,0.168,0.0561,0,0.0561,0,0,0,0
2026-05-28 17:56:45,0,0.0552,9.22,,9.22,,9.16,9.22,9.16,9.16,,9.22,,0,0.110,0,0.110,0.221,0.0552,0.0552,0,0,0.0552,0
2026-05-28 17:56:46,0,0.0552,9.22,,9.22,,9.16,9.22,9.16,9.16,,9.22,,0,0.110,0,0.110,0.221,0.0552,0.0552,0,0,0.0552,0
2026-05-28 17:56:47,0,0.0552,9.22,,9.22,,9.16,9.22,9.16,9.16,,9.22,,0,0.110,0,0.110,0.221,0.0552,0.0552,0,0,0.0552,0
2026-05-28 17:56:48,0,0.0552,9.22,,9.22,,9.16,9.22,9.16,9.16,,9.22,,0,0.110,0,0.110,0.221,0.0552,0.0552,0,0,0.0552,0
2026-05-28 17:56:49,0,0.0552,9.22,,9.22,,9.16,9.22,9.16,9.16,,9.22,,0,0.110,0,0.110,0.221,0.0552,0.0552,0,0,0.0552,0
2026-05-28 17:56:50,0,0.0552,9.22,,9.17,,9.22,9.17,9.22,9.22,,9.22,,0.0552,0.0552,0,0.110,0.0552,0,0.0552,0.0552,0,0,0
2026-05-28 17:56:51,0,0.0552,9.22,,9.17,,9.22,9.17,9.22,9.22,,9.22,,0.0552,0.0552,0,0.110,0.0552,0,0.0552,0.0552,0,0,0
2026-05-28 17:56:52,0,0.0552,9.22,,9.17,,9.22,9.17,9.22,9.22,,9.22,,0.0552,0.0552,0,0.110,0.0552,0,0.0552,0.0552,0,0,0
2026-05-28 17:56:53,0,0.0552,9.22,,9.17,,9.22,9.17,9.22,9.22,,9.22,,0.0552,0.0552,0,0.110,0.0552,0,0.0552,0.0552,0,0,0
2026-05-28 17:56:54,0,0.0552,9.22,,9.17,,9.22,9.17,9.22,9.22,,9.22,,0.0552,0.0552,0,0.110,0.0552,0,0.0552,0.0552,0,0,0
2026-05-28 17:56:55,0,0.111,9.14,,9.14,,9.14,9.14,9.20,9.20,,9.20,,0.0554,0.111,0,0.111,0,0,0.111,0,0,0,0
2026-05-28 17:56:56,0,0.111,9.14,,9.14,,9.14,9.14,9.20,9.20,,9.20,,0.0554,0.111,0,0.111,0,0,0.111,0,0,0,0
2026-05-28 17:56:57,0,0.111,9.14,,9.14,,9.14,9.14,9.20,9.20,,9.20,,0.0554,0.111,0,0.111,0,0,0.111,0,0,0,0
2026-05-28 17:56:58,0,0.111,9.14,,9.14,,9.14,9.14,9.20,9.20,,9.20,,0.0554,0.111,0,0.111,0,0,0.111,0,0,0,0
2026-05-28 17:56:59,0,0.111,9.14,,9.14,,9.14,9.14,9.20,9.20,,9.20,,0.0554,0.111,0,0.111,0,0,0.111,0,0,0,0
2026-05-28 17:57:00,0,0.0578,9.53,,9.53,,9.47,9.53,9.47,9.53,,9.47,,0,0.0578,0,0.173,0.116,0,0.0578,0,0,0,0
2026-05-28 17:57:01,0,0.0578,9.53,,9.53,,9.47,9.53,9.47,9.53,,9.47,,0,0.0578,0,0.173,0.116,0,0.0578,0,0,0,0
2026-05-28 17:57:02,0,0.0578,9.53,,9.53,,9.47,9.53,9.47,9.53,,9.47,,0,0.0578,0,0.173,0.116,0,0.0578,0,0,0,0
2026-05-28 17:57:03,0,0.0578,9.53,,9.53,,9.47,9.53,9.47,9.53,,9.47,,0,0.0578,0,0.173,0.116,0,0.0578,0,0,0,0
2026-05-28 17:57:04,0,0.0578,9.53,,9.53,,9.47,9.53,9.47,9.53,,9.47,,0,0.0578,0,0.173,0.116,0,0.0578,0,0,0,0
2026-05-28 17:57:05,0,0.0564,9.25,,9.25,,9.31,9.25,9.25,9.25,,9.25,,0.113,0.0564,0.0564,0.169,0.0564,0,0.0564,0,0,0,0
2026-05-28 17:57:06,0,0.0564,9.25,,9.25,,9.31,9.25,9.25,9.25,,9.25,,0.113,0.0564,0.0564,0.169,0.0564,0,0.0564,0,0,0,0
2026-05-28 17:57:07,0,0.0564,9.25,,9.25,,9.31,9.25,9.25,9.25,,9.25,,0.113,0.0564,0.0564,0.169,0.0564,0,0.0564,0,0,0,0
2026-05-28 17:57:08,0,0.0564,9.25,,9.25,,9.31,9.25,9.25,9.25,,9.25,,0.113,0.0564,0.0564,0.169,0.0564,0,0.0564,0,0,0,0
2026-05-28 17:57:09,0,0.0564,9.25,,9.25,,9.31,9.25,9.25,9.25,,9.25,,0.113,0.0564,0.0564,0.169,0.0564,0,0.0564,0,0,0,0
2026-05-28 17:57:10,0,0.114,9.31,,9.25,,9.25,9.25,9.31,9.25,,9.25,,0,0,0,0.170,0.114,0,0.0568,0,0,0,0
2026-05-28 17:57:11,0,0.114,9.31,,9.25,,9.25,9.25,9.31,9.25,,9.25,,0,0,0,0.170,0.114,0,0.0568,0,0,0,0
2026-05-28 17:57:12,0,0.114,9.31,,9.25,,9.25,9.25,9.31,9.25,,9.25,,0,0,0,0.170,0.114,0,0.0568,0,0,0,0
2026-05-28 17:57:13,0,0.114,9.31,,9.25,,9.25,9.25,9.31,9.25,,9.25,,0,0,0,0.170,0.114,0,0.0568,0,0,0,0
2026-05-28 17:57:14,0,0.114,9.31,,9.25,,9.25,9.25,9.31,9.25,,9.25,,0,0,0,0.170,0.114,0,0.0568,0,0,0,0
2026-05-28 17:57:15,0,0.115,9.28,,9.34,,9.28,9.34,9.34,9.28,,9.34,,0,0.0573,0,0.172,0.0573,0,0.0573,0,0,0,0
2026-05-28 17:57:16,0,0.115,9.28,,9.34,,9.28,9.34,9.34,9.28,,9.34,,0,0.0573,0,0.172,0.0573,0,0.0573,0,0,0,0
2026-05-28 17:57:17,0,0.115,9.28,,9.34,,9.28,9.34,9.34,9.28,,9.34,,0,0.0573,0,0.172,0.0573,0,0.0573,0,0,0,0
2026-05-28 17:57:18,0,0.115,9.28,,9.34,,9.28,9.34,9.34,9.28,,9.34,,0,0.0573,0,0.172,0.0573,0,0.0573,0,0,0,0
2026-05-28 17:57:19,0,0.115,9.28,,9.34,,9.28,9.34,9.34,9.28,,9.34,,0,0.0573,0,0.172,0.0573,0,0.0573,0,0,0,0
2026-05-28 17:57:20,0,0.175,9.47,,9.47,,9.47,9.47,9.53,9.47,,9.47,,0,0.117,0,0.234,0.0584,0,0.0584,0,0,0,0
2026-05-28 17:57:21,0,0.175,9.47,,9.47,,9.47,9.47,9.53,9.47,,9.47,,0,0.117,0,0.234,0.0584,0,0.0584,0,0,0,0
2026-05-28 17:57:22,0,0.175,9.47,,9.47,,9.47,9.47,9.53,9.47,,9.47,,0,0.117,0,0.234,0.0584,0,0.0584,0,0,0,0
2026-05-28 17:57:23,0,0.175,9.47,,9.47,,9.47,9.47,9.53,9.47,,9.47,,0,0.117,0,0.234,0.0584,0,0.0584,0,0,0,0
2026-05-28 17:57:24,0,0.175,9.47,,9.47,,9.47,9.47,9.53,9.47,,9.47,,0,0.117,0,0.234,0.0584,0,0.0584,0,0,0,0
2026-05-28 17:57:25,0,0.115,9.26,,9.26,,9.26,9.26,9.26,9.26,,9.26,,0,0.0575,0,0.173,0,0,0.0575,0.0575,0,0,0
2026-05-28 17:57:26,0,0.115,9.26,,9.26,,9.26,9.26,9.26,9.26,,9.26,,0,0.0575,0,0.173,0,0,0.0575,0.0575,0,0,0
2026-05-28 17:57:27,0,0.115,9.26,,9.26,,9.26,9.26,9.26,9.26,,9.26,,0,0.0575,0,0.173,0,0,0.0575,0.0575,0,0,0
2026-05-28 17:57:28,0,0.115,9.26,,9.26,,9.26,9.26,9.26,9.26,,9.26,,0,0.0575,0,0.173,0,0,0.0575,0.0575,0,0,0
2026-05-28 17:57:29,0,0.115,9.26,,9.26,,9.26,9.26,9.26,9.26,,9.26,,0,0.0575,0,0.173,0,0,0.0575,0.0575,0,0,0
2026-05-28 17:57:30,0,0.0576,9.27,,9.27,,9.27,9.27,9.21,9.27,,9.27,,0,0,0,0.691,0.0576,0,0.115,0.0576,0,0,0
2026-05-28 17:57:31,0,0.0576,9.27,,9.27,,9.27,9.27,9.21,9.27,,9.27,,0,0,0,0.691,0.0576,0,0.115,0.0576,0,0,0
2026-05-28 17:57:32,0,0.0576,9.27,,9.27,,9.27,9.27,9.21,9.27,,9.27,,0,0,0,0.691,0.0576,0,0.115,0.0576,0,0,0
2026-05-28 17:57:33,0,0.0576,9.27,,9.27,,9.27,9.27,9.21,9.27,,9.27,,0,0,0,0.691,0.0576,0,0.115,0.0576,0,0,0
